,name,cmc,legalities,reprint,set,set_type,rarity,prices
5963,The Akroan War,4.0,legal,False,thb,expansion,rare,0.17
5964,The Antiquities War,4.0,legal,False,dom,expansion,rare,0.45
5965,The Binding of the Titans,2.0,legal,False,thb,expansion,uncommon,0.08
5966,The Birth of Meletis,2.0,legal,False,thb,expansion,uncommon,0.14
5967,The Cauldron of Eternity,12.0,legal,False,eld,expansion,mythic,0.94
5968,The Chain Veil,4.0,legal,False,m15,core,mythic,13.47
5969,The Circle of Loyalty,6.0,legal,False,eld,expansion,mythic,0.55
5970,The Elderspell,2.0,legal,False,war,expansion,rare,0.49
5971,The Eldest Reborn,5.0,legal,True,c19,commander,uncommon,0.36
5972,The First Eruption,3.0,legal,False,dom,expansion,rare,0.11
5973,The First Iroan Games,3.0,legal,False,thb,expansion,rare,0.20
5974,The Flame of Keld,2.0,legal,False,dom,expansion,uncommon,0.12
5975,The Gitrog Monster,5.0,legal,False,soi,expansion,mythic,4.48
5976,The Great Aurora,9.0,legal,False,ori,core,mythic,0.92
5977,The Great Henge,9.0,legal,False,eld,expansion,mythic,43.11
5978,The Haunt of Hightower,6.0,legal,False,rna,expansion,mythic,
5979,The Immortal Sun,6.0,legal,False,rix,expansion,mythic,26.10
5980,The Locust God,6.0,legal,True,c20,commander,mythic,3.20
5981,The Magic Mirror,9.0,legal,False,eld,expansion,mythic,2.78
5982,The Mending of Dominaria,5.0,legal,True,znc,commander,rare,0.26
5983,The Mirari Conjecture,5.0,legal,False,dom,expansion,rare,0.26
5984,The Royal Scions,3.0,legal,False,eld,expansion,mythic,1.11
5985,The Scarab God,5.0,legal,True,2xm,masters,mythic,38.26
5986,The Scorpion God,5.0,legal,False,hou,expansion,mythic,3.75
5987,The Triumph of Anax,3.0,legal,False,thb,expansion,uncommon,0.02
5988,The Wanderer,4.0,legal,False,war,expansion,uncommon,0.37
5989,Theater of Horrors,3.0,legal,True,afc,commander,rare,0.19
5990,Thermo-Alchemist,2.0,legal,True,mid,expansion,uncommon,0.09
5991,Thespian's Stage,0.0,legal,True,2xm,masters,rare,0.87
5992,Thicket Crasher,4.0,legal,False,m20,core,common,0.03
5993,Thief of Sanity,3.0,legal,False,grn,expansion,rare,1.50
5994,Thing in the Ice // Awoken Horror,2.0,legal,False,soi,expansion,rare,8.69
5995,Thirst for Meaning,3.0,legal,False,thb,expansion,common,0.05
5996,Thirsting Axe,3.0,legal,False,emn,expansion,uncommon,0.04
5997,Thirsting Bloodlord,4.0,legal,False,m20,core,uncommon,4.20
5998,Thirsting Shade,1.0,legal,False,rna,expansion,common,0.02
5999,Thopter Arrest,3.0,legal,False,aer,expansion,uncommon,0.08
6000,Thopter Engineer,3.0,legal,True,c21,commander,uncommon,0.07
6001,Thopter Spy Network,4.0,legal,True,nec,commander,rare,0.27
6002,Thorn Elemental,7.0,legal,True,dom,expansion,uncommon,0.10
6003,Thorn Lieutenant,2.0,legal,False,m19,core,rare,0.18
6004,Thorn Mammoth,7.0,legal,False,eld,expansion,rare,0.66
6005,Thornbow Archer,1.0,legal,False,ori,core,common,0.13
6006,Thorncaster Sliver,5.0,legal,False,m14,core,rare,1.65
6007,Thorned Moloch,3.0,legal,False,hou,expansion,common,0.01
6008,Thornhide Wolves,5.0,legal,True,m19,core,common,0.02
6009,Thornwood Falls,0.0,legal,True,neo,expansion,common,0.20
6010,Those Who Serve,3.0,legal,False,akh,expansion,common,0.01
6011,Thought Collapse,3.0,legal,True,jmp,draft_innovation,common,0.24
6012,Thought Distortion,6.0,legal,False,m20,core,uncommon,0.07
6013,Thought Erasure,2.0,legal,False,grn,expansion,uncommon,0.20
6014,Thought Harvester,4.0,legal,False,ogw,expansion,uncommon,0.13
6015,Thought-Knot Seer,4.0,legal,False,ogw,expansion,rare,3.78
6016,Thoughtbound Phantasm,1.0,legal,False,grn,expansion,uncommon,0.06
6017,Thoughtflare,5.0,legal,False,rtr,expansion,uncommon,0.07
6018,Thoughtrender Lamia,6.0,legal,False,jou,expansion,uncommon,0.23
6019,Thoughtseize,1.0,legal,True,2xm,masters,rare,12.99
6020,Thousand Winds,6.0,legal,True,c19,commander,rare,0.06
6021,Thousand-Year Storm,6.0,legal,False,grn,expansion,mythic,11.10
6022,Thraben Foulbloods,3.0,legal,False,emn,expansion,common,0.03
6023,Thraben Gargoyle // Stonewing Antagonizer,1.0,legal,False,soi,expansion,uncommon,0.07
6024,Thraben Inspector,1.0,legal,True,2xm,masters,common,0.22
6025,Thraben Standard Bearer,1.0,legal,False,emn,expansion,common,0.03
6026,Thran Temporal Gateway,4.0,legal,False,dom,expansion,rare,0.63
6027,Thrash // Threat,6.0,legal,False,rna,expansion,rare,0.17
6028,Thrash of Raptors,4.0,legal,False,xln,expansion,common,0.10
6029,Thrashing Brontodon,3.0,legal,True,m21,core,uncommon,0.05
6030,Thrashing Mossdog,4.0,legal,False,dgm,expansion,common,0.07
6031,Thrash // Threat,6.0,legal,False,rna,expansion,rare,0.17
6032,Threnody Singer,2.0,legal,False,thb,expansion,uncommon,0.02
6033,Thresher Lizard,3.0,legal,True,a25,masters,common,0.02
6034,Thrill of Possibility,2.0,legal,True,m21,core,common,0.14
6035,Thrill-Kill Assassin,2.0,legal,True,ima,masters,common,0.10
6036,Thriving Grubs,2.0,legal,False,kld,expansion,common,0.02
6037,Thriving Ibex,4.0,legal,False,kld,expansion,common,0.02
6038,Thriving Rats,2.0,legal,False,kld,expansion,common,0.04
6039,Thriving Rhino,3.0,legal,False,kld,expansion,common,0.02
6040,Thriving Turtle,1.0,legal,False,kld,expansion,common,0.06
6041,Throne of the God-Pharaoh,2.0,legal,False,akh,expansion,rare,6.23
6042,Throttle,5.0,legal,True,soi,expansion,common,0.03
6043,Throwing Knife,2.0,legal,False,ori,core,uncommon,0.07
6044,Thrull Parasite,1.0,legal,False,gtc,expansion,uncommon,0.36
6045,"Thryx, the Sudden Storm",5.0,legal,False,thb,expansion,rare,0.54
6046,Thud,1.0,legal,False,m19,core,uncommon,0.25
6047,Thunder Brute,6.0,legal,False,bng,expansion,uncommon,0.03
6048,Thunder Drake,4.0,legal,False,war,expansion,common,0.02
6049,Thunder Strike,2.0,legal,True,bbd,draft_innovation,common,0.04
6050,Thunderbreak Regent,4.0,legal,True,afc,commander,rare,0.21
6051,Thunderclap Wyvern,4.0,legal,True,khc,commander,uncommon,0.19
6052,Thunderherd Migration,2.0,legal,True,gn2,box,uncommon,0.24
6053,Thundering Ceratok,5.0,legal,False,war,expansion,common,0.01
6054,Thundering Chariot,4.0,legal,False,thb,expansion,uncommon,0.08
6055,Thundering Giant,5.0,legal,True,w17,starter,common,0.05
6056,Thundering Spineback,7.0,legal,True,jmp,draft_innovation,uncommon,0.17
6057,Thunderkin Awakener,2.0,legal,False,m20,core,rare,0.34
6058,Thunderous Might,2.0,legal,False,bng,expansion,uncommon,0.12
6059,Thunderous Snapper,4.0,legal,False,eld,expansion,uncommon,0.08
6060,"Tiana, Ship's Caretaker",5.0,legal,True,cmr,draft_innovation,uncommon,0.05
6061,Tibalt's Rager,2.0,legal,True,jmp,draft_innovation,uncommon,0.06
6062,"Tibalt, Rakish Instigator",3.0,legal,False,war,expansion,uncommon,0.22
6063,Tide Drifter,2.0,legal,False,bfz,expansion,uncommon,0.10
6064,Tidebinder Mage,2.0,legal,True,ddt,duel_deck,rare,0.34
6065,Tidy Conclusion,5.0,legal,False,kld,expansion,common,0.02
6066,Tightening Coils,2.0,legal,False,bfz,expansion,common,0.02
6067,Tilonalli's Crown,2.0,legal,False,rix,expansion,common,0.05
6068,Tilonalli's Knight,2.0,legal,False,xln,expansion,common,0.02
6069,Tilonalli's Skinshifter,3.0,legal,False,xln,expansion,rare,0.12
6070,Tilonalli's Summoner,2.0,legal,False,rix,expansion,rare,0.78
6071,Timber Gorge,0.0,legal,True,m19,core,common,0.10
6072,Hinterland Logger // Timber Shredder,2.0,legal,False,soi,expansion,common,0.10
6073,Timberpack Wolf,2.0,legal,True,a25,masters,common,0.12
6074,Time Ebb,3.0,legal,True,tpr,masters,common,
6075,Time Wipe,5.0,legal,False,war,expansion,rare,0.35
6076,Time of Ice,4.0,legal,False,dom,expansion,uncommon,0.14
6077,Time to Feed,3.0,legal,True,jmp,draft_innovation,common,0.02
6078,Time to Reflect,1.0,legal,False,akh,expansion,uncommon,0.09
6079,Timely Hordemate,4.0,legal,False,ktk,expansion,uncommon,0.03
6080,Timestream Navigator,2.0,legal,False,rix,expansion,mythic,6.63
6081,Tin Street Dodger,1.0,legal,False,rna,expansion,uncommon,0.14
6082,Tin Street Market,5.0,legal,False,gtc,expansion,common,0.02
6083,Tireless Missionaries,5.0,legal,True,m15,core,common,0.05
6084,Tireless Tracker,3.0,legal,False,soi,expansion,rare,5.27
6085,Tishana's Wayfinder,3.0,legal,False,xln,expansion,common,0.04
6086,"Tishana, Voice of Thunder",7.0,legal,False,xln,expansion,mythic,3.35
6087,Titan of Eternal Fire,6.0,legal,True,c20,commander,rare,0.07
6088,Titan's Presence,3.0,legal,False,bfz,expansion,uncommon,0.24
6089,Titan's Strength,1.0,legal,True,ori,core,common,0.20
6090,Titanic Brawl,2.0,legal,False,rna,expansion,common,0.12
6091,Titanic Growth,2.0,legal,True,m21,core,common,0.01
6092,Tithe Drinker,2.0,legal,True,c17,commander,common,0.27
6093,Tithe Taker,2.0,legal,False,rna,expansion,rare,0.76
6094,Tithebearer Giant,6.0,legal,True,jmp,draft_innovation,common,0.05
6095,To the Slaughter,3.0,legal,False,soi,expansion,rare,0.17
6096,Tocatli Honor Guard,2.0,legal,False,xln,expansion,rare,0.25
6097,Toil // Trouble,6.0,legal,False,dgm,expansion,uncommon,0.08
6098,Tolarian Scholar,3.0,legal,True,m19,core,common,0.01
6099,Toll of the Invasion,3.0,legal,False,war,expansion,common,0.03
6100,"Tolsimir, Friend to Wolves",5.0,legal,False,war,expansion,rare,0.22
6101,Tomb Robber,3.0,legal,False,rix,expansion,rare,0.16
6102,Profane Procession // Tomb of the Dusk Rose,3.0,legal,False,rix,expansion,rare,0.75
6103,Tomb of the Spirit Dragon,0.0,legal,False,ktk,expansion,uncommon,0.44
6104,Tome Raider,3.0,legal,False,eld,expansion,common,0.03
6105,Tome Scour,1.0,legal,True,m14,core,common,0.20
6106,Tome of Legends,2.0,legal,False,eld,expansion,rare,4.84
6107,Tome of the Guildpact,5.0,legal,False,rna,expansion,rare,0.26
6108,Tomebound Lich,3.0,legal,False,m20,core,uncommon,0.20
6109,"Tomik, Distinguished Advokist",2.0,legal,False,war,expansion,rare,0.20
6110,Toolcraft Exemplar,1.0,legal,False,kld,expansion,rare,0.19
6111,Tooth Collector,3.0,legal,False,soi,expansion,uncommon,0.05
6112,Topan Freeblade,2.0,legal,True,gn2,box,common,0.06
6113,Topple the Statue,3.0,legal,True,2xm,masters,uncommon,0.02
6114,Topplegeist,1.0,legal,False,soi,expansion,uncommon,0.15
6115,"Torbran, Thane of Red Fell",4.0,legal,False,eld,expansion,rare,0.92
6116,Torch Courier,1.0,legal,False,grn,expansion,common,0.14
6117,Torch Fiend,2.0,legal,True,jmp,draft_innovation,common,0.01
6118,Torch Gauntlet,2.0,legal,False,kld,expansion,common,0.02
6119,"Torgaar, Famine Incarnate",8.0,legal,True,gn2,box,rare,0.26
6120,Torment of Hailfire,2.0,legal,False,hou,expansion,rare,16.11
6121,Torment of Scarabs,4.0,legal,False,hou,expansion,uncommon,1.10
6122,Torment of Venom,4.0,legal,False,hou,expansion,common,0.05
6123,Tormented Hero,1.0,legal,False,ths,expansion,uncommon,0.03
6124,Tormented Thoughts,3.0,legal,True,ori,core,uncommon,0.06
6125,Tormenting Voice,2.0,legal,True,znr,expansion,common,0.08
6126,Tormod's Crypt,0.0,legal,True,m21,core,uncommon,0.39
6127,Torrent Elemental,5.0,legal,False,frf,expansion,mythic,0.49
6128,Torrential Gearhulk,6.0,legal,False,kld,expansion,mythic,5.62
6129,Totally Lost,5.0,legal,True,war,expansion,common,0.01
6130,Totem-Guide Hartebeest,5.0,legal,True,ori,core,uncommon,0.11
6131,Touch of Moonglove,1.0,legal,False,ori,core,common,0.07
6132,Touch of the Void,3.0,legal,False,bfz,expansion,common,0.03
6133,Tournament Grounds,0.0,legal,False,eld,expansion,uncommon,0.10
6134,Tower Defense,2.0,legal,True,rna,expansion,uncommon,0.23
6135,Tower Drake,3.0,legal,True,rtr,expansion,common,0.01
6136,Tower Geist,4.0,legal,True,ddq,duel_deck,uncommon,0.10
6137,Towering Indrik,4.0,legal,False,rtr,expansion,common,0.01
6138,Towering Thunderfist,5.0,legal,False,gtc,expansion,common,0.01
6139,Towering-Wave Mystic,2.0,legal,True,jmp,draft_innovation,common,0.04
6140,Town Gossipmonger // Incited Rabble,1.0,legal,False,soi,expansion,uncommon,0.06
6141,Trading Post,4.0,legal,True,cm2,commander,rare,0.67
6142,Tragic Arrogance,5.0,legal,True,c21,commander,rare,0.59
6143,Tragic Lesson,3.0,legal,False,hou,expansion,common,0.07
6144,Tragic Poet,1.0,legal,True,dom,expansion,common,0.05
6145,Trail of Crumbs,2.0,legal,False,eld,expansion,uncommon,0.25
6146,Trail of Evidence,3.0,legal,False,soi,expansion,uncommon,0.25
6147,Trail of Mystery,2.0,legal,True,c19,commander,rare,0.09
6148,Trained Caracal,1.0,legal,False,rtr,expansion,common,0.08
6149,Trained Condor,3.0,legal,False,m14,core,common,0.03
6150,Trait Doctoring,1.0,legal,False,dgm,expansion,rare,0.21
6151,Traitorous Instinct,4.0,legal,True,mm3,masters,common,0.04
6152,Tranquil Cove,0.0,legal,True,neo,expansion,common,0.24
6153,Tranquil Expanse,0.0,legal,True,c18,commander,uncommon,0.14
6154,Transcendent Envoy,2.0,legal,False,thb,expansion,common,0.06
6155,Transgress the Mind,2.0,legal,False,bfz,expansion,uncommon,0.11
6156,Transguild Promenade,0.0,legal,True,cmr,draft_innovation,common,0.06
6157,Transmogrifying Wand,3.0,legal,False,m19,core,rare,0.25
6158,Trap Essence,3.0,legal,False,ktk,expansion,rare,0.16
6159,Trapjaw Tyrant,5.0,legal,False,rix,expansion,mythic,6.33
6160,Trapped in the Tower,2.0,legal,False,eld,expansion,common,0.02
6161,Traumatize,5.0,legal,True,m14,core,rare,6.07
6162,Traveler's Amulet,1.0,legal,True,thb,expansion,common,0.06
6163,Traveling Philosopher,2.0,legal,False,ths,expansion,common,0.02
6164,Traverse the Ulvenwald,1.0,legal,False,soi,expansion,rare,1.27
6165,"Traxos, Scourge of Kroog",4.0,legal,False,dom,expansion,rare,0.54
6166,Treacherous Blessing,3.0,legal,False,thb,expansion,rare,0.10
6167,Tread Upon,2.0,legal,False,dtk,expansion,common,0.04
6168,Treasure Map // Treasure Cove,2.0,legal,False,xln,expansion,rare,5.45
6169,Treasure Cruise,8.0,legal,True,c21,commander,common,0.25
6170,Treasure Keeper,4.0,legal,True,2xm,masters,uncommon,0.09
6171,Treasure Map // Treasure Cove,2.0,legal,False,xln,expansion,rare,5.45
6172,Treasured Find,2.0,legal,True,ddm,duel_deck,uncommon,0.24
6173,Treasury Thrull,6.0,legal,True,c15,commander,rare,0.21
6174,Curious Pair // Treats to Share,2.0,legal,False,eld,expansion,common,0.01
6175,Tree of Perdition,4.0,legal,False,emn,expansion,mythic,10.18
6176,Treeshaker Chimera,7.0,legal,False,thb,expansion,rare,0.15
6177,Trespasser's Curse,2.0,legal,False,akh,expansion,common,0.30
6178,Trestle Troll,3.0,legal,False,rtr,expansion,common,0.02
6179,Triad of Fates,4.0,legal,False,ths,expansion,rare,0.15
6180,Trial of Ambition,2.0,legal,False,akh,expansion,uncommon,0.18
6181,Trial of Knowledge,4.0,legal,False,akh,expansion,uncommon,0.14
6182,Trial of Solidarity,3.0,legal,False,akh,expansion,uncommon,0.06
6183,Trial of Strength,3.0,legal,False,akh,expansion,uncommon,0.06
6184,Trial of Zeal,3.0,legal,False,akh,expansion,uncommon,0.03
6185,Tricks of the Trade,4.0,legal,True,w17,starter,common,0.10
6186,Triplicate Spirits,6.0,legal,False,m15,core,common,0.11
6187,Triskaidekaphobia,4.0,legal,True,a25,masters,rare,0.25
6188,Triton Cavalry,4.0,legal,False,jou,expansion,uncommon,0.03
6189,Triton Fortune Hunter,3.0,legal,False,ths,expansion,uncommon,0.11
6190,Triton Shorestalker,1.0,legal,True,znc,commander,common,0.25
6191,Triton Shorethief,1.0,legal,False,ths,expansion,common,0.02
6192,Triton Tactics,1.0,legal,True,ddt,duel_deck,uncommon,0.09
6193,Triton Waverider,4.0,legal,False,thb,expansion,common,0.01
6194,Triumph of Gerrard,2.0,legal,False,dom,expansion,uncommon,0.10
6195,Triumphant Surge,4.0,legal,False,thb,expansion,common,0.01
6196,Trollbred Guardian,5.0,legal,False,rna,expansion,uncommon,0.13
6197,Trollhide,3.0,legal,True,m14,core,common,0.04
6198,Tromokratis,7.0,legal,True,cmr,draft_innovation,rare,0.17
6199,Trophy Mage,3.0,legal,True,ddu,duel_deck,uncommon,0.48
6200,Trostani Discordant,5.0,legal,False,grn,expansion,mythic,0.90
6201,Trostani's Judgment,6.0,legal,True,c19,commander,common,0.01
6202,Trostani's Summoner,7.0,legal,True,mic,commander,uncommon,0.05
6203,"Trostani, Selesnya's Voice",4.0,legal,True,c19,commander,mythic,1.06
6204,Toil // Trouble,6.0,legal,False,dgm,expansion,uncommon,0.08
6205,Trove of Temptation,4.0,legal,False,xln,expansion,uncommon,0.12
6206,True Love's Kiss,4.0,legal,False,eld,expansion,common,0.02
6207,True-Faith Censer,2.0,legal,False,soi,expansion,common,0.04
6208,Truefire Captain,4.0,legal,False,grn,expansion,uncommon,0.13
6209,Truefire Paladin,2.0,legal,True,ddl,duel_deck,uncommon,0.11
6210,Trueheart Duelist,2.0,legal,False,akh,expansion,uncommon,0.06
6211,Trueheart Twins,5.0,legal,False,akh,expansion,uncommon,0.03
6212,Trumpet Blast,3.0,legal,True,m19,core,common,0.01
6213,Trusted Pegasus,3.0,legal,True,m20,core,common,0.13
6214,Trusty Companion,2.0,legal,False,kld,expansion,uncommon,0.02
6215,Trusty Packbeast,3.0,legal,True,cmr,draft_innovation,common,0.01
6216,Tuinvale Treefolk // Oaken Boon,6.0,legal,False,eld,expansion,common,0.03
6217,Tunneling Geopede,3.0,legal,False,bfz,expansion,uncommon,0.25
6218,Turn // Burn,5.0,legal,False,dgm,expansion,uncommon,0.07
6219,Turn Against,5.0,legal,False,bfz,expansion,uncommon,0.07
6220,Turn Aside,1.0,legal,True,emn,expansion,common,0.15
6221,Turn into a Pumpkin,4.0,legal,False,eld,expansion,uncommon,0.04
6222,Turn to Frog,2.0,legal,True,ori,core,uncommon,0.11
6223,Turret Ogre,4.0,legal,True,m21,core,common,0.01
6224,Tusked Colossodon,6.0,legal,False,ktk,expansion,common,0.03
6225,Tuskguard Captain,3.0,legal,True,znc,commander,uncommon,0.16
6226,Twilight Panther,1.0,legal,False,rna,expansion,common,0.03
6227,Twilight Prophet,4.0,legal,False,rix,expansion,mythic,36.54
6228,Twin Bolt,2.0,legal,True,cn2,draft_innovation,common,0.05
6229,Twinblade Paladin,4.0,legal,False,m20,core,uncommon,1.57
6230,Twinflame,2.0,legal,False,jou,expansion,rare,3.37
6231,Twins of Maurer Estate,5.0,legal,True,uma,masters,common,0.08
6232,Two-Headed Cerberus,3.0,legal,False,ths,expansion,common,0.04
6233,Two-Headed Giant,4.0,legal,False,dom,expansion,rare,0.13
6234,Two-Headed Zombie,4.0,legal,False,m19,core,common,0.03
6235,Tymaret Calls the Dead,3.0,legal,False,thb,expansion,rare,0.16
6236,"Tymaret, Chosen from Death",2.0,legal,False,thb,expansion,uncommon,0.07
6237,"Tymaret, the Murder King",2.0,legal,False,ths,expansion,rare,0.18
6238,Typhoid Rats,1.0,legal,True,frf,expansion,common,0.20
6239,Tyrant of Valakut,7.0,legal,False,ogw,expansion,rare,0.14
6240,Tyrant's Machine,2.0,legal,True,bbd,draft_innovation,common,0.01
6241,Tyrant's Scorn,2.0,legal,False,war,expansion,uncommon,0.19
6242,Ubul Sar Gatekeepers,4.0,legal,False,dgm,expansion,common,0.02
6243,Ugin's Conjurant,0.0,legal,False,war,expansion,uncommon,0.10
6244,Ugin's Construct,4.0,legal,False,frf,expansion,uncommon,0.08
6245,Ugin's Insight,5.0,legal,False,bfz,expansion,rare,0.16
6246,Ugin's Nexus,5.0,legal,False,ktk,expansion,mythic,1.98
6247,"Ugin, the Ineffable",6.0,legal,False,war,expansion,rare,3.63
6248,"Ugin, the Spirit Dragon",8.0,legal,True,m21,core,mythic,19.88
6249,Ukud Cobra,4.0,legal,False,dtk,expansion,uncommon,0.09
6250,Ulamog's Despoiler,6.0,legal,False,bfz,expansion,uncommon,0.14
6251,Ulamog's Nullifier,4.0,legal,False,bfz,expansion,uncommon,0.11
6252,Ulamog's Reclaimer,5.0,legal,False,bfz,expansion,uncommon,0.05
6253,"Ulamog, the Ceaseless Hunger",10.0,legal,False,bfz,expansion,mythic,49.37
6254,Ulcerate,1.0,legal,True,ima,masters,uncommon,0.10
6255,"Ulrich of the Krallenhorde // Ulrich, Uncontested Alpha",5.0,legal,False,emn,expansion,mythic,4.19
6256,Ulrich's Kindred,3.0,legal,False,soi,expansion,uncommon,0.23
6257,"Ulrich of the Krallenhorde // Ulrich, Uncontested Alpha",5.0,legal,False,emn,expansion,mythic,4.19
6258,Ultimate Price,2.0,legal,True,dtk,expansion,uncommon,0.11
6259,Ulvenwald Captive // Ulvenwald Abomination,2.0,legal,False,emn,expansion,common,0.25
6260,Ulvenwald Captive // Ulvenwald Abomination,2.0,legal,False,emn,expansion,common,0.25
6261,Ulvenwald Hydra,6.0,legal,True,jmp,draft_innovation,mythic,2.34
6262,Ulvenwald Mysteries,3.0,legal,True,2xm,masters,uncommon,0.21
6263,Ulvenwald Observer,6.0,legal,False,emn,expansion,rare,0.21
6264,Umara Entangler,2.0,legal,False,ogw,expansion,common,0.02
6265,Unbreakable Formation,3.0,legal,True,mic,commander,rare,0.46
6266,Unbridled Growth,1.0,legal,False,aer,expansion,common,0.12
6267,Unburden,3.0,legal,True,akh,expansion,common,0.04
6268,Uncage the Menagerie,2.0,legal,False,hou,expansion,mythic,0.95
6269,Uncaged Fury,3.0,legal,True,m20,core,uncommon,0.04
6270,Unchained Berserker,2.0,legal,False,m20,core,uncommon,0.03
6271,Unclaimed Territory,0.0,legal,True,voc,commander,uncommon,1.00
6272,Uncomfortable Chill,3.0,legal,False,m19,core,common,0.02
6273,Unconventional Tactics,3.0,legal,False,hou,expansion,uncommon,0.03
